	786_0	A498	A549_ATCC	ACHN	BT_549	CAKI_1	CCRF_CEM	COLO_205	DU_145	EKVX	HCC_2998	HCT_116	HCT_15	HL_60_TB	HOP_62	HOP_92	HS_578T	HT29	IGROV1	KM12	K_562	LOX_IMVI	M14	MALME_3M	MCF7	MDA_MB_231_ATCC	MDA_MB_435	MDA_N	MOLT_4	NCI_ADR_RES	NCI_H226	NCI_H23	NCI_H322M	NCI_H460	NCI_H522	OVCAR_3	OVCAR_4	OVCAR_5	OVCAR_8	PC_3	RPMI_8226	RXF_393	SF_268	SF_295	SF_539	SK_MEL_2	SK_MEL_28	SK_MEL_5	SK_OV_3	SN12C	SNB_19	SNB_75	SR	SW_620	TK_10	T_47D	U251	UACC_257	UACC_62	UO_31
TRAP1	1.59857	0.845718	0.394452	0.749736	0.32838	0.380211	0.466868	0.840106	1.17551	0.664642	0.576341	0.235528	1.24055	0.356026	0.841359	0.682145	0.571709	1.03423	1.31366	0.307496	1.0013	1.08884	1.07809	0.844477	0.439333	-0.102373	0.414973	0.324282	1.59351	0.897077	0.659916	1.39724	0.480007	1.38112	0.1959	0.342423	0.326336	0.732394	0.190332	0.822168	0.631444	0.719331	0.956649	1.11628	0.423246	0.222716	0.332438	0.257679	0.74351	0.844477	1.16554	0.209515	0.44248	0.598791	0.904716	0.227887	0.285557	0.651278	0.5302	1.00903
LOC647322	1.75105	2.12398	1.81697	1.10449	1.08386	1.94616	1.34124	1.256	0.735599	1.98259	1.72762	1.61563	1.36003	0.899821	2.16325	0.93902	2.33171	1.43249	1.54481	1.83822	1.65639	1.47799	2.13808	1.59759	2.00565	2.06491	2.18775	2.27543	1.2833	1.71003	1.24005	2.26609	1.87651	1.83014	2.59863	1.03941	1.73416	1.81077	2.23593	1.69496	2.34992	1.57784	1.1116	1.62737	1.91148	1.55315	1.49596	2.20232	2.11919	0.903633	1.74445	1.99804	1.35851	1.39111	0.887617	1.42275	1.66549	2.42361	2.37776	1.55473
RAB18	0.79588	1.93666	1.54233	1.16406	1.91687	1.62706	1.4079	1.69108	1.36324	0.998695	1.24895	1.25115	1.13162	0.851258	0.980003	2.09691	0.798651	1.00732	0.966611	0.936011	0.954725	1.80161	0.911158	0.944483	1.07882	0.793092	0.919601	1.54332	1.44232	0.984077	1.62839	0.646404	0.69897	0.996949	1.7007	0.764923	1.85431	1.2003	1.09864	1.91508	1.18127	1.62961	1.02776	1.4257	1.82066	0.980912	1.43917	1.41896	1.70174	0.904174	1.46075	0.906874	1.75921	1.26198	1.74115	1.75853	1.40054	1.82419	0.836324	0.987666
RAPGEF6	1.31154	1.49927	1.57507	0.243038	0.641474	0.58995	1.56632	1.35641	1.58229	1.3694	1.36736	0.864511	1.49554	1.6464	1.38489	1.04571	1.45637	1.40586	1.56062	1.71475	1.65437	0.146128	1.41347	1.38021	1.1726	0.988113	-0.0177288	0.514548	0.777427	0.595496	1.23704	1.43759	1.18099	1.58771	1.29535	1.36135	1.67697	1.68494	1.52284	1.48742	0.982271	1.38596	1.44685	1.71122	1.51943	1.44747	1.28914	1.45133	0.290035	1.30835	1.58827	0.330414	1.06032	1.30276	1.59284	1.55096	0.857332	0.574031	1.0013	0.509203
CHST13	0.865696	1.46746	1.86213	1.79323	1.72469	1.72787	1.34577	1.75937	1.86285	1.8654	1.5284	1.73783	1.59118	1.1364	1.5731	0.956649	1.15473	1.72673	0.799341	1.1345	1.02735	1.61574	1.04179	1.58354	1.50515	1.20683	0.729165	0.804821	1.52453	1.49568	1.70578	1.84658	0.927883	1.59572	1.74351	1.6536	1.7638	1.72852	1.89443	1.30984	1.86183	1.52466	1.68842	1.51733	1.46864	1.82847	1.65744	1.99238	1.2235	2.10551	1.75205	1.66727	1.66351	2.1533	2.10907	1.65418	1.26576	1.75534	1.21537	1.47524
NAP5	0.989005	0.173186	1.2383	0.357935	0.957607	0.851258	-0.107905	1.28847	0.290035	0.356026	1.0892	0.123852	-0.09691	-0.0457575	-0.236572	0.230449	0.404834	-0.0132283	-0.346787	0.149219	0.509203	-0.0132283	-0.0457575	1.31639	0.553883	0.149219	-0.09691	1.33264	-0.124939	0	0.303196	1.08458	-0.00877392	1.15381	1.055	1.6067	0.627366	0.680336	0.278754	0.100371	0.369216	1.19089	0.439333	0.728354	0.332438	1.46761	0.0791812	0.0934217	0.00860017	0.580925	0.120574	1.34282	0.178977	0.117271	0.884795	-0.251812	-0.283997	1.27508	-0.124939	1.1186
LOC441179 /// LOC653482	1.50893	1.80787	0.665581	1.55678	1.40123	0.31597	1.63639	0.817565	1.33405	0.885361	0.854306	1.84726	1.62034	1.62138	1.51654	1.67861	1.70079	0.71265	0.523746	1.53097	1.53275	0.687529	1.71975	1.43902	1.24822	1.3707	1.51799	0.198657	1.43169	1.57955	1.38256	1.05994	1.56384	1.52892	1.19145	1.70638	1.37328	1.23754	1.43664	1.55582	1.55461	0.673021	0.646404	1.00217	1.40569	1.07882	1.47712	1.34025	1.7417	0.382017	0.598791	0.716838	1.21617	1.22324	1.6756	1.50065	0.456366	1.45728	1.41913	1.48544
PYGO2	1.58816	1.9173	1.5382	2.18983	1.93997	0.935003	1.62921	0.974972	1.49276	1.85278	1.79351	0.901458	1.58058	1.34341	1.05423	1.15351	0.970812	1.306	1.28194	2.0251	0.804139	0.767156	1.74312	1.11294	1.45652	1.87783	0.850033	1.6169	1.73304	1.19921	1.74359	1.63799	1.07225	1.16465	1.60703	0.873902	1.66783	0.978637	1.61606	1.70876	1.62263	1.79546	1.59062	0.888179	1.46583	1.63609	1.43791	1.62024	1.97566	1.53428	1.72107	1.8459	1.78916	1.3092	1.56443	1.53794	1.86052	1.50759	1.30963	1.62469
SLC3A1	0.872739	1.29863	1.51983	1.33183	1.24846	1.35102	0.78746	0.975432	0.942504	0.746634	1.09307	0.552668	0.896526	1.29798	0.892095	1.2222	0.550228	1.41547	0.517196	0.553883	0.635484	0.198657	0.318063	0.780317	0.951338	0.281033	0.0791812	0.334454	1.16702	0.517196	0.550228	-0.180456	0.367356	0.924279	-0.0705811	1.25091	1.04727	0.444045	1.20575	0.436163	0.717671	1.20167	0.521138	0.902547	-0.113509	0.58995	1.43537	0.346353	0.729974	0.491362	0.687529	1.04961	0.318063	0.655138	1.16554	1.34694	0.385606	0.849419	0.818885	0.257679
HIST1H2AD	1.34928	1.32243	1.55279	1.75778	1.18724	0.960946	1.20249	0.462398	0.579784	1.22917	0.685742	0.553883	0.864511	0.819544	0.44248	1.33766	1.33826	0.657056	1.20925	0.604226	2.16602	0.773055	1.44217	0.889862	1.05154	1.45086	1.09061	1.11661	1.37291	1.35025	1.40688	1.21564	1.32284	1.12646	0.436163	1.67219	1.21165	0.558709	1.60271	1.38256	1.55182	0.697229	0.596597	0.810904	0.652246	1.49568	1.0249	1.36267	1.72148	1.33526	1.26458	0.619093	0.893207	0.646404	0.885361	1.46075	0.617	0.634477	1.24353	0.352183
DEPDC4	0.985426	0.586587	0.652246	1.70372	1.14891	0.390935	1.73094	0.96708	1.18384	0.389166	0.881385	1.58602	1.54506	1.31723	0.885926	1.42959	1.50934	1.45179	1.66455	1.37731	0.557507	0.584331	0.846955	0.633468	0.800029	0.652246	0.401401	1.43056	1.21564	1.59006	1.19618	1.28981	0.675778	0.372912	1.26269	1.18156	0.509203	1.48813	1.63699	1.52905	0.313867	0.752048	0.659916	1.6013	1.31429	1.46494	1.20817	1.29026	1.4621	1.68771	1.66502	1.43664	1.36959	1.0892	1.37218	1.46464	0.851258	1.42894	1.20167	0.972203
FLJ23861	1.86249	1.23172	1.554	2.04517	1.45621	1.01536	1.50297	0.620136	1.17231	1.14768	1.85509	1.03222	1.73695	1.5463	1.15957	1.49346	1.64316	1.76701	0.928396	1.92324	1.38057	1.63769	1.46761	1.48044	1.18949	1.613	1.86165	1.26764	1.32035	0.802774	1.26505	1.68413	1.57415	1.17173	1.76492	1.03342	1.74013	1.37493	0.653213	0.900367	0.895975	1.26881	1.68097	1.55242	1.75305	1.56431	1.64306	1.17926	1.07591	1.30578	1.71088	1.48558	1.73263	1.87587	1.84844	0.799341	1.01662	1.35122	1.00475	1.47159
JAK1	1.27554	0.884795	0.791691	0.971276	1.63508	1.78247	1.22141	1.70646	0.639486	1.12222	0.881385	0.815578	1.15473	0.845098	1.68646	1.30728	0.491362	1.33546	1.14457	1.32736	0.535294	0.593286	1.27852	1.09167	1.00945	0.620136	0.691965	0.491362	0.860937	0.961895	0.70757	0.751279	0.580925	1.18977	0.701568	0.710117	1.47056	0.698101	0.448706	0.567026	0.923762	1.54753	0.682145	1.12969	1.1329	0.457882	0.69897	1.26411	0.869818	0.756636	1.24353	0.565848	0.903633	0.495544	2.03945	1.74437	0.773786	0.808886	0.669317	0.715167
ZNF710	0.721811	1.51851	1.16017	1.53135	1.25091	1.50147	1.60206	1.24576	0.603144	0.983175	1.63899	1.3092	1.06967	1.75089	1.21564	1.02776	0.783189	1.56561	1.51001	1.22246	1.35603	1.37822	1.28892	1.36847	1.91397	1.01242	1.6149	1.21139	1.5387	1.06633	1.69205	1.3668	0.699838	1.52556	1.41128	0.826723	1.67256	1.46672	0.294466	1.27669	1.41179	1.10175	0.281033	1.43917	1.1452	0.222716	1.19921	0.776701	0.495544	0.835056	1.2393	0.897627	1.04258	1.55485	0.818885	1.69399	1.10551	0.843855	1.25115	1.32305
LOC134121	1.33082	1.72099	1.61448	1.68958	1.52466	1.53212	0.757396	1.5791	1.61648	0.683047	1.69775	1.57043	1.57496	1.38003	1.077	0.720159	0.78746	1.21032	0.700704	1.69566	0.503791	0.555094	1.51441	1.33786	0.788168	1.21139	1.50718	1.54233	1.32408	1.00732	0.913814	1.29623	1.22115	1.33666	1.12516	1.20978	1.03503	1.65686	0.971276	0.97635	1.60379	1.48926	0.690196	1.48401	1.42045	1.26647	1.55691	0.962843	1.79982	0.717671	1.00475	0.61066	0.766413	1.16316	1.0013	0.632457	1.27346	0.661813	1.59251	0.621176
DYDC2	0.780317	0.817565	0.294466	0.958564	0.835691	1.40926	1.3881	0.624282	0.555094	0.753583	1.10789	1.05461	0.713491	0.948413	1.75565	1.12646	0.726727	1.36586	0.736397	1.13418	1.06221	0.826075	0.888179	0.745075	1.87204	1.01072	1.00647	0.975432	0.745855	0.97635	0.630428	0.619093	1.43886	0.923762	0.70757	0.567026	1.3126	0.764176	1.30792	0.888741	0.800717	0.750508	0.523746	0.779596	0.923244	2.34624	0.646404	0.697229	1.07115	1.23578	1.02572	0.947434	0.764176	0.693727	0.92737	0.974051	0.757396	0.722634	0.886491	0.748963
MYO15B	1.9424	1.90461	1.06856	2.06168	1.07151	1.99704	1.70243	1.15655	1.86141	1.76945	1.84948	1.65744	1.87163	1.99965	1.43838	1.34124	0.913284	1.5955	1.79609	1.91344	1.45545	1.87892	1.75549	1.22324	1.18611	1.9073	2.05488	1.00173	1.07188	1.40466	1.32428	1.50961	1.56301	1.59362	1.47683	1.23223	0.958086	1.66408	1.12969	1.75724	0.963788	1.76708	0.943	1.64532	1.50947	1.80868	0.987666	1.26482	1.39463	0.97174	1.71867	1.06521	1.5311	1.88338	1.1959	1.11694	1.31154	1.48015	1.75914	1.92278
DACH2	1	1.57692	1.10823	1.05192	1.37346	0.117271	0.478566	1.5417	0.963316	1.05308	1.35025	0.20412	1.4304	1.5432	1.33224	1.03902	1.03981	0.771587	1.37346	0.569374	1.43008	1.01368	0.586587	0.0170333	1.56324	1.29754	1.41946	0.4133	1.38039	1.24005	0.998695	1.33885	1.01494	1.16673	1.041	1.45637	1.02036	1.06521	1.16346	1.38703	0.836957	1.2222	1.35411	0.968016	1.16643	1.22115	0.995196	1.29203	1.39724	0.694605	0.816241	1.33183	0.764923	0.517196	1.55194	1.11661	0.689309	1.33385	1.23147	1.1934
LOC283658	1.89592	1.25744	1.94709	2.02592	1.69188	1.63144	0.786041	1.47813	1.62439	1.69285	0.624282	1.68413	1.49499	0.993436	1.74912	1.31534	2.00689	1.63789	0.939519	1.48159	0.683947	1.71223	2.00402	1.82452	1.27623	1.77137	1.74687	1.8667	1.35315	1.45347	1.832	1.46538	1.65021	1.79183	1.74052	1.84186	1.80591	1.75595	1.60141	1.72925	0.925828	1.1364	1.97973	1.55108	1.75143	1.45163	1.7307	1.97179	1.78118	1.89883	1.84236	1.65839	0.820201	1.79872	1.92686	1.53744	1.81836	1.86147	1.96825	1.7783
TULP4	2.27066	1.85352	1.83136	1.72973	2.40922	1.60163	2.20831	1.92865	1.72362	2.33437	2.09188	2.15128	2.22389	2.25431	2.05987	2.05496	1.33606	2.12238	1.86356	1.78104	1.87996	2.10013	2.54261	2.52915	1.98457	0.424882	1.81345	1.9619	2.07247	2.01995	2.28021	2.22945	2.15966	1.85781	2.26806	2.12241	1.90709	2.13634	2.3295	2.25093	2.29199	2.1825	2.26143	2.17161	2.27256	2.12769	2.56163	1.64729	2.06718	1.9644	2.32964	2.34895	1.43838	2.34473	2.0103	1.56761	2.46453	2.35189	2.28448	2.04313
RGS3	1.65973	1.90482	1.96895	1.86935	2.25188	2.12235	0.488551	2.35704	2.36708	1.45984	2.01828	2.24259	1.75906	0.771587	1.91519	1.92236	1.25768	1.75128	2.21958	1.87081	0.523746	0.840106	1.08422	0.790988	1.85497	2.04092	1.61679	0.871573	0.783904	1.54802	1.29754	1.9618	1.66172	2.05119	1.1364	2.06081	2.07918	2.22126	1.74092	1.05652	1.12222	1.35353	1.02284	0.704151	0.89098	0.891537	0.80618	0.845098	1.87413	1.36003	0.906335	1.45071	1.26998	1.80713	1.97322	2.17073	2.0811	1.49457	0.91698	1.98883
PAN3	0.93852	0.795185	1.03543	1.44044	1.45561	0.987219	0.842609	0.820201	1.60788	0.85187	1.37694	0.547775	0.950365	0.835691	1.54245	1.95114	0.886491	0.863917	0.722634	0.816241	1.35411	0.843233	1.90714	0.921686	0.93852	1.78661	0.959995	0.816904	1.51495	0.977724	0.645422	0.820858	0.742725	1.13066	1.01536	1.25672	1.61098	1.10924	1.48015	1.06032	1.71483	0.986772	1.62542	0.693727	1.66332	1.76275	1.55121	1.54095	1.58035	1.62859	0.783904	0.71433	0.816241	0.723456	1.03141	0.879096	1.72567	1.60927	0.928908	1.58081
VAPA	0.584331	1.47217	1.08422	0.737987	0.561101	1.21932	1.60336	0.578639	1.37949	1.57357	0.692847	1.30707	0.238046	0.819544	0.771587	1.12156	0.528917	1.0406	1.02036	1.40722	1.34713	1.05385	1.25888	1.34869	1.37712	0.652246	1.17811	-0.0555173	0.68842	1.33465	0.797268	1.01115	-0.0222764	1.34674	0.984527	1.20085	1.03342	0.390935	1.0892	0.588832	0.976808	0.495544	0.0530784	0.915927	1.15685	0.972666	0.737193	1.19838	0.60206	0.958564	0.761176	1.08386	0.064458	1.10789	1.39041	1.12222	-0.00877392	0.510545	0.296665	1.32818
LOC441383	1.64582	0.922725	1.44855	1.53161	1.81829	1.24378	1.5084	1.71003	1.59879	1.24871	1.53466	1.68565	0.899273	0.775974	1.47625	1.77313	1.61448	1.45408	1.5227	1.44607	1.55023	0.350248	1.04532	1.42127	0.989895	1.662	1.08529	1.54716	1.57978	0.765669	1.42472	1.59406	1.60746	1.85358	1.5432	1.59184	1.7185	1.69636	1.81895	0.546543	1.2878	1.4014	1.58995	1.62034	0.90309	1.45758	1.16967	1.6039	0.568202	1.47756	1.29667	1.13609	0.906335	0.9154	1.27898	1.56265	1.32531	1.60401	0.805501	1.34753
ST3GAL5	1.75679	1.2413	1.10924	1.03463	1.55835	1.28601	1.3962	1.0013	1.62201	1.73719	1.63246	1.58659	1.62757	1.37749	1.34674	1.32818	0.960946	0.778874	1.52166	1.03543	1.22115	1.54008	2.04009	1.8334	1.25816	1.50215	1.66885	1.64058	1.51242	0.982723	0.735599	1.07335	1.273	1.7963	1.11394	1.11261	1.40569	2.13751	1.71391	0.868644	1.78039	1.13988	1.5231	1.24625	0.680336	1.61532	0.91169	1.17725	1.74351	1.06856	1.25648	1.28035	0.419956	0.606381	1.67367	0.92993	1.56867	1.72868	1.21458	0.674861
FLJ43080	-0.0757207	0.988559	-0.102373	-0.0457575	-0.267606	-0.337242	-0.221849	0.471292	0.143015	0.0413927	0.212188	-0.275724	1.10687	0.969416	0.361728	-0.0809219	-0.236572	1.21005	-0.552842	0.344392	-0.102373	-0.309804	0.503791	0.130334	-0.19382	-0.200659	0.155336	0.201397	-0.130768	0.436163	0.117271	0.675778	0.11059	-0.221849	0.0569049	-0.091515	-0.443697	1.44932	0.683947	0.986772	0.262451	-0.130768	1.2584	-0.585027	0.995635	-0.327902	-0.0362122	-0.207608	0.38739	0.071882	-0.481486	-0.39794	0.975891	0.0253059	1.00518	0.0681859	-0.481486	-0.356547	0.0374265	-0.102373
LOC283551	1.9948	1.17638	1.78219	0.913284	0.729165	0.748188	0.963316	1.28623	0.898725	2.04505	0.953276	1.41714	0.867467	0.546543	0.93852	1.94409	0.342423	0.862728	1.70876	1.06183	1.27161	0.385606	0.921166	1.00561	1.03222	1.26126	0.382017	0.827369	0.58995	1.35564	0.70927	0.652246	1.64875	1.0406	1.04376	0.635484	1.60076	1.58625	0.760422	1.12808	0.792392	1.70355	1.5955	0.49276	0.672098	2.12785	0.686636	2.43864	1.57875	0.816904	0.340444	1.00903	2.2409	0.350248	1.72811	1.04258	0.4843	1.46195	1.65427	1.55485
CAPN7	0.820201	1.43712	1.24576	0.334454	0.820201	0.394452	1.36586	0.262451	0.720986	0.0374265	0.951823	1.14426	1.34084	1.30363	1.65906	1.39252	1.02284	1.44107	1.63114	0.669317	1.4748	-0.161151	1.3742	1.09899	1.29645	1.08636	0.511883	0.133539	1.79337	0.620136	1.01115	1.34321	1.28149	0.969416	1.3753	1.0013	1.22089	1.16376	1.47596	1.17869	0.907949	1.46864	1.33786	0.489958	0.474216	0.482874	1.22814	1.23172	0.631444	1.14208	1.22063	1.44762	1.38757	1.61055	1.29115	1.38668	0.264818	0.623249	1.24797	0.725095
KIF1B	1.51508	1.24846	1.26951	0.340444	1.07335	1.35564	1.31429	1.44044	0.641474	1.10653	1.35908	1.17231	1.6637	1.72599	1.40449	1.94201	0.684845	1.65147	1.67237	1.27646	0.276462	1.02078	1.87169	1.19145	1.51733	1.19285	1.24551	0.666518	1.71792	1.72754	1.49651	1.49859	1.49596	1.57818	1.65466	1.80502	1.71617	0.991226	1.09864	1.45667	1.35102	1.74617	1.40175	1.29863	1.88207	1.41196	1.47669	1.28847	1.74273	1.54777	1.45484	1.64542	0.656098	1.38075	1.68061	1.51215	1.42177	1.63919	1.59162	1.65543
EXOSC2	1.07737	0.926857	1.64865	0.985875	1.94983	1.82315	1.00817	1.46938	1.64895	0.984977	2.09269	1.92376	2.06599	2.18256	1.74873	0.800029	1.64601	0.875061	2.33941	1.63438	1.91397	1.57113	1.26221	0.750508	1.42537	2.0477	1.84733	1.28623	2.01296	2.06002	0.738781	1.84148	1.52479	1.68895	2.04501	1.83632	1.05115	0.917506	1.74257	1.83992	1.24105	1.04766	1.82079	1.9689	1.57726	0.797268	0.74351	1.2033	1.29226	0.720986	1.86605	2.05088	1.66068	1.93702	0.959041	1.63185	1.61023	0.720986	0.598791	1.01452
LOC404266	1.79955	0.661813	0.793092	0.884795	1.92526	1.45909	0.736397	1.65321	1.43072	1.20112	1.37639	1.59395	1.77677	1.43072	0.781037	1.0667	1.3145	2.25857	1.6668	1.64768	0.91803	0.860937	0.509203	1.1313	0.899273	1.35889	0.592177	0.860338	1.46015	1.51521	1.37967	1.21139	1.51335	0.857332	0.677607	1.64237	0.389166	1.78937	1.34967	0.850646	0.684845	1.26079	0.748963	1.12678	1.30168	1.20249	0.576341	1.5799	1.54394	2.38621	0.838219	1.04179	0.517196	1.33122	0.801404	1.33365	0.726727	0.79588	1.29951	0.722634
KNS2	0.655138	0.661813	0.819544	0.999565	0.462398	0.576341	0.678518	0.746634	1.72509	1.38703	1.65225	0.457882	0.942008	1.26834	0.737987	1.00817	1.53694	1.41863	1.56455	0.4843	1.65562	0.954725	1.32346	0.907949	1.75305	1.48601	0.264818	1.74764	0.810233	0.969882	0.622214	0.767898	0.837588	1.21165	1.54704	1.41929	0.905796	1.72296	0.661813	1.09132	1.45439	1.51348	1.24378	1.43902	0.863323	0.806858	1.58659	0.974512	1.61909	1.54827	0.93044	0.739572	1.57507	1.09864	1.55811	0.89487	1.51322	1.15746	1.16077	0.732394
VASH1	1.63859	0.766413	0.886491	1.88677	1.93682	1.71592	1.8076	1.53199	2.00724	1.8284	1.68178	2.00907	0.887054	0.954243	1.11826	1.04376	1.41363	1.14176	1.68664	1.75427	0.845718	0.638489	1.43217	1.60853	2.1852	1.50243	1.79162	0.97635	1.56597	1.17202	1.48686	1.3092	1.01115	0.914343	1.71625	0.635484	1.5479	1.73791	1.18526	0.877371	0.993877	2.00932	0.864511	1.66351	1.72989	1.03623	0.91169	1.62829	1.51746	0.93852	1.79014	1.1245	1.15014	0.820858	1.97118	1.94963	1.02036	1.46165	1.55169	1.46135
TRIB1	0.488551	0.782473	0.416641	1.10312	1.02653	1.54839	1.55182	2.04226	1.53845	0.632457	1.4216	2.11156	1.5001	1.92624	0.658965	0.705864	1.76012	2.05181	1.29798	1.7432	0.691965	1.90509	0.856729	1.9566	0.60206	1.41979	1.44185	1.14333	1.12483	1.49914	0.662758	1.40518	1.28914	0.383815	1.4615	1.6113	1.45086	1.28691	0.733197	1.70036	1.71475	1.51095	0.363612	1.25527	1.56538	1.67578	1.77034	1.87262	1.23121	1.45984	1.5738	1.12548	1.50338	1.78046	1.76193	1.43281	0.898725	1.8408	1.68601	1.28937
RNF7	0.756636	1.90865	1.20003	1.89927	1.6695	1.8003	1.73078	0.711807	1.71164	1.88463	1.05385	1.66511	0.586587	1.91052	1.14176	1.78986	1.52776	1.54814	1.19285	2.0436	1.44809	1.3948	1.54481	1.72607	1.73528	1.18041	1.90157	1.66941	1.1383	1.77115	1.1427	1.70919	1.12123	1.75884	1.14145	1.30168	1.78767	1.51548	1.71257	1.63306	1.7679	1.65944	1.77364	1.1682	1.5253	1.57124	1.61521	1.88315	1.67752	1.63889	1.67468	1.75005	1.08778	0.821514	1.32531	0.947434	1.41996	1.84417	1.43441	1.38614
HBP1	0.94939	0.938019	1.56146	1.17026	1.72599	1.07518	1.81809	0.836957	0.964731	0.424882	0.942008	1.5617	1.52634	0.561101	1.04844	1.19173	0.826075	1.57229	1.03181	1.11926	1.59977	0.806858	1.68762	0.655138	1.81624	1.04493	1.70096	0.636488	1.52724	0.915927	0.994317	0.87564	0.998695	1.57449	1.70783	1.16465	1.2033	1.11893	1.68958	1.70978	0.296665	1.15897	1.69958	1.54307	1.56098	1.42275	1.45864	0.838219	0.814913	1.59173	0.90309	1.01072	1.32449	1.71003	1.92111	1.35238	1.45025	1.58636	1.57054	1.69179
PIP5K1B	0.94939	1.67906	1.30899	0.990783	1.08849	0.915927	1.01452	1.94012	0.772322	1.11461	1.8204	0.941014	2.00273	1.36903	0.894316	1.13354	0.676694	1.64895	1.73719	1.98516	0.963788	0.953276	1.19728	1.07078	0.932474	0.662758	1.61183	0.857935	1.81889	0.859138	0.906874	1.14051	1.19145	1.26905	0.810233	0.773786	1.10072	0.941511	0.729165	1.54158	1.34811	0.986772	0.790988	0.913814	0.906335	0.877947	1.1329	1.01072	1.83935	1.13001	0.767156	0.421604	1.50352	0.977724	1.62982	0.800029	1.0667	1.89553	1.87703	0.742725
KCTD1	0.919078	0.959041	1.86841	0.884795	1.82692	1.20249	1.67724	0.761176	1.16761	0.93852	1.2188	1.79204	1.50745	1.61606	1.36286	1.67006	0.925828	1.74359	2.50978	0.923762	0.541579	1.34694	0.877371	1.50229	1.86076	1.36135	0.799341	1.34928	0.85187	0.649335	0.993436	1.67897	1.49679	1.03782	0.628389	1.62593	1.9052	1.32284	1.1807	1.21643	0.91803	0.957128	1.40192	1.31597	0.835691	0.888741	1.28847	1.35889	1.77217	0.888179	1.49318	1.5731	0.649335	0.609594	1.05077	0.936514	0.459392	0.963316	1.22167	1.499
MTHFD1	1.63719	1.47392	1.84273	1.77938	1.30276	0.70757	1.69108	1.3145	1.6291	2.01803	1.51388	1.49499	1.16613	1.71709	1.35965	1.79844	1.48458	1.16227	1.10346	1.64375	0.677607	0.184691	0.594393	1.41863	1.59184	1.30363	1.39568	0.846337	0.419956	1.42651	0.956649	1.42472	1.41212	1.54283	1.52994	1.26316	1.24105	1.70269	1.54753	1.83499	1.34869	1.68151	1.58104	1.3897	1.69469	1.09377	1.41313	1.23452	1.65147	0.765669	1.61215	1.35832	1.23679	1.56443	0.729974	0.906335	1.34163	1.35984	1.33686	1.5824
CCDC73	0.991226	0.896526	0.955688	1.75427	1.45255	0.78533	2.03906	1.16702	1.74414	0.891537	0.997386	1.21722	0.998259	1.41347	1.70868	1.72132	0.916454	1.79309	1.15746	1.15381	0.928396	0.881955	1.66839	1.07918	1.08099	0.778874	0.655138	0.944976	1.86829	1.18041	0.897077	1.62232	1.25744	0.85248	1.74718	2.00898	1.0406	1.31006	1.47319	1.861	1.67449	1.57322	1.50215	1.07518	0.974051	1.80318	1.00432	1.66436	1.59561	1.51825	1.42975	0.879669	1.66539	1.94596	1.16643	0.989005	0.959518	1.03703	1.07628	1.63347
MMAA	1.9174	0.826723	1.51746	1.57634	0.765669	1.81391	1.3251	1.59879	1.34733	0.791691	1.88508	1.59956	1.54195	0.287802	1.43393	0.859138	1.58894	1.79962	1.69975	1.56961	0.747412	1.30728	0.745075	1.73679	1.74803	1.59605	1.7332	1.63357	1.56585	1.45637	1.52892	1.17898	1.31302	0.91169	1.47509	1.64008	1.70893	1.2824	1.49346	1.25624	1.63367	1.22063	1.44963	1.2971	1.49485	1.40295	1.4877	1.69117	1.33905	0.854306	0.513218	1.36078	1.41044	1.63859	1.05461	1.42765	1.24576	1.08135	1.15381	0.802089
KLC3	1.20871	2.34889	1.8848	1.5042	1.39568	1.91084	1.25744	1.14364	1.91944	2.02036	2.46932	2.50107	2.23812	1.13354	1.23704	2.09153	1.71383	1.22011	1.3145	1.48287	1.79204	0.990783	0.830589	1.14019	1.73648	2.17322	0.909021	1.70036	1.14551	2.24748	2.12701	1.30449	1.14983	1.96033	1.09621	2.40326	2.43604	1.64246	1.20466	1.11926	1.04415	1.15625	1.16227	1.06183	1.33646	1.05881	1.19866	1.76945	2.08005	1.29623	2.06502	1.15685	1.1452	1.16967	1.48487	2.20374	1.74225	1.21985	1.19728	1.38952
TBL1Y	1.79906	1.27184	1.7676	1.87789	1.08135	1.71357	0.972666	1.73006	1.3251	0.649335	1.14208	1.54258	1.77996	1.04766	1.84205	1.73432	1.7724	1.68124	0.990339	2.07386	0.925828	1.21511	1.91756	1.84223	1.09096	1.13513	1.11727	1.17231	1.89675	0.726727	1.91466	1.14239	1.4183	2.25624	1.72272	1.60487	1.6193	1.31429	1.19479	1.94753	2.36406	1.61648	1.79713	1.88349	1.63468	0.96708	1.10992	1.24105	1.85727	1.59748	1.15836	1.70432	1.84485	0.96708	0.941014	1.80665	1.63679	1.92454	1.78504	1.87685
ATP5S	1.37199	1.15442	1.32797	1.1383	0.816241	1.37162	0.883093	1.36135	2.31754	0.935507	1.19811	0.818885	1.72697	1.21643	1.86261	1.98091	0.791691	1.06558	1.87111	1.00173	1.20466	2.03463	1.03583	2.11491	1.06595	1.34361	1.12678	1.17231	0.961895	1.79288	1.40909	1.99074	1.4612	0.780317	0.898725	2.08746	1.81987	1.45667	1.9696	1.65321	0.926342	1.03822	1.8386	0.89098	1.65734	2.3354	1.87355	1.80638	1.24601	1.0216	1.02284	1.59273	0.781755	1.87604	1.38112	1.19673	0.95376	2.29946	1.41531	1.80243
